Date,Open,High,Low,Close,Volume
2017-07-05,40.8,40.82,37.25,37.25,5883326
2017-07-06,38.09,38.09,36.52,37.01,5133756
2017-07-07,38.14,38.59,36.12,37.91,6085969
2017-07-10,37.63,38.17,36.8,37.23,4721508
2017-07-11,37.31,37.78,36.89,37.35,2796240
2017-07-12,37.77,37.99,37.25,37.37,3268809
2017-07-13,37.45,37.65,36.69,36.84,4086813
