Date,Open,High,Low,Close,Volume
2017-01-03,67.11,67.11,65.84,66.17,2085033
2017-01-04,66.11,66.91,65.9,66.68,2070740
2017-01-05,67.31,68.32,66.39,68.17,2227976
2017-01-06,68.08,68.68,67.49,68.45,1908648
2017-01-09,68.6,68.86,67.98,68.4,1806565
2017-01-10,67.9,67.9,66.12,66.32,3252208
2017-01-11,66.31,67.06,65.71,66.4,2741114
2017-01-12,66.09,66.96,65.78,66.85,1611412
2017-01-13,66.73,67.08,66.21,66.66,1156540
2017-01-17,67.08,67.64,66.94,67.3,1469251
2017-01-18,67.28,67.63,66.97,67.08,2514796
2017-01-19,66.71,66.84,66.04,66.4,1770255
2017-01-20,66.16,66.8,65.81,66.76,1540751
2017-01-23,66.85,67.81,66.51,67.68,1884673
2017-01-24,67.52,67.99,66.95,67.3,1865794
2017-01-25,67.25,67.44,66.03,66.36,1571058
2017-01-26,66.48,66.89,65.94,66.14,1714592
2017-01-27,66.37,66.61,65.68,65.94,1189196
2017-01-30,66.06,66.59,65.7,66.34,1264225
2017-01-31,66.48,67.02,66.16,66.3,2561945
2017-02-01,66.15,66.67,65.24,65.27,2041482
2017-02-02,65.42,66.45,65.39,66.34,1727143
2017-02-03,65.66,66.29,65.13,65.43,1802357
2017-02-06,65.56,66.38,65.43,66.17,1807886
2017-02-07,66.33,66.67,65.78,65.87,1406851
2017-02-08,65.9,66.43,65.9,66.03,2013303
2017-02-09,66.01,66.26,65.2,65.39,1653320
2017-02-10,65.28,65.88,65.05,65.87,1461978
2017-02-13,66.0,66.59,65.56,66.29,1747041
2017-02-14,66.44,66.48,64.87,65.51,1346764
2017-02-15,65.24,65.69,64.63,65.58,1692789
2017-02-16,65.67,66.89,65.67,66.08,1347396
2017-02-17,66.42,66.64,65.38,65.92,2199334
2017-02-21,66.03,67.09,65.51,66.94,2031409
2017-02-22,67.81,68.31,67.11,67.7,2667328
2017-02-23,68.03,68.95,67.59,68.85,1773338
2017-02-24,68.81,70.1,68.22,70.06,2476806
2017-02-27,69.91,70.53,69.76,70.04,1572814
2017-02-28,70.04,70.73,69.86,70.38,2360925
2017-03-01,69.75,70.11,69.01,69.48,2405909
2017-03-02,69.23,70.04,68.75,69.95,2183800
2017-03-03,69.94,69.94,68.82,69.57,1450036
2017-03-06,69.08,69.52,68.25,68.54,1477410
2017-03-07,68.31,68.62,67.69,68.49,1218098
2017-03-08,67.81,68.0,66.97,67.02,1869016
2017-03-09,66.97,67.12,65.59,65.8,1913807
2017-03-10,66.0,66.92,65.74,66.17,2174292
2017-03-13,66.17,66.66,65.35,66.0,2061178
2017-03-14,65.86,66.14,65.26,66.05,1726433
2017-03-15,66.27,67.36,66.12,67.24,2294769
2017-03-16,67.0,67.56,66.92,67.29,1708981
2017-03-17,67.44,67.93,67.07,67.28,3462727
2017-03-20,67.96,68.2,67.21,67.78,2160784
2017-03-21,67.91,68.16,67.51,67.82,1933198
2017-03-22,68.0,68.8,67.83,68.66,1740100
2017-03-23,68.7,70.3,68.44,69.6,2576249
2017-03-24,69.78,69.97,69.53,69.67,2364081
2017-03-27,69.75,70.78,69.55,70.13,2424385
2017-03-28,70.03,70.68,69.84,70.61,1931410
